danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.55,0.747,-5.211,0.0407,0.0668,0.0,0.0536,0.649,79.979,5RjUtRlDonw3TBgGGMLC5b,199339
0.53,0.937,-2.757,0.321,0.0457,0.0,0.151,0.46,92.916,6VYBCG9nCZwUUImVqZQVet,176851
0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,233456
0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,0O6u0VJ46W86TxN9wgyqDj,192841
0.669,0.773,-5.619,0.153,0.038,0.0,0.113,0.377,93.923,32vE1nuG8T9c8bhmZdRY6d,185857
0.748,0.465,-8.163,0.0869,0.399,0.0,0.294,0.412,119.872,7ivYWXqrPLs66YwakDuSim,182679
0.517,0.663,-6.688,0.0375,0.146,0.0,0.322,0.146,174.032,5SlU0Yhi51jobhEiGE4xDv,206512
0.649,0.461,-8.401,0.0449,0.442,0.0,0.108,0.487,141.088,3iqlzKw1tLt6tXZyKWV0fZ,164663
0.691,0.389,-8.247,0.0367,0.765,0.0,0.0941,0.306,104.952,6D6HVKe7Qu3imn4zzJD0W9,227032
0.565,0.707,-4.98,0.0357,0.568,0.0,0.374,0.401,79.973,24Sqz5FNuD6D5Utxeg4DmK,184011
0.644,0.74,-6.233,0.0323,0.455,0.0,0.1,0.718,140.033,0b8Sf6sJqXOr9cP6tQ7QQx,174404
0.394,0.282,-9.873,0.0367,0.928,0.0,0.342,0.296,118.317,3r9eGg4SVPbhtiPTA9UkmK,248011
0.563,0.678,-5.885,0.0495,0.544,1.34e-06,0.117,0.568,169.963,3IqcBL5yjJK3ri0TGaL3MC,206893
0.631,0.474,-8.212,0.0417,0.528,0.0,0.127,0.392,149.993,0zwqkO1MdFPigFIESwdJ5s,168280
0.513,0.563,-8.689,0.0338,0.0701,1.62e-06,0.0956,0.217,160.051,21yCOhgaDMc0KEtxhZHTbI,178600
0.597,0.496,-9.441,0.077,0.0839,0.0,0.117,0.319,160.05,2Q3QRjA8MjzqpFaIkFludb,195093
0.619,0.294,-13.019,0.0305,0.83,5.18e-05,0.103,0.311,100.075,2ZP85Jq4K27V6WWVXfINSR,215960
0.517,0.69,-5.166,0.0424,0.566,0.0,0.414,0.411,160.008,4qVnGlsfTviHt17vGdfOz0,183543
0.71,0.473,-9.048,0.0332,0.914,0.166,0.124,0.447,130.076,4g24R4qNnOy1stBY5uIIAa,170767
0.563,0.327,-11.877,0.0383,0.606,7.14e-05,0.111,0.0686,170.037,3bPoXD94h9nopjEUeqdb97,136609
0.742,0.412,-12.917,0.154,0.591,0.317,0.122,0.213,169.916,38YOfFkows6ZZDGyNOBn2B,72758
0.911,0.257,-11.601,0.348,0.249,5.68e-05,0.324,0.193,130.045,6dMnsLoJPFfXIxcsDqjGiZ,179777
0.62,0.501,-11.733,0.0446,0.936,0.897,0.0995,0.5,140.025,6PAvEeeSw7zuaQTUnoZPlg,139623
0.808,0.52,-9.857,0.0658,0.434,0.0,0.175,0.372,119.948,6P0jAi154fKuksoKN6ePcR,228802
0.732,0.526,-13.605,0.17,0.707,0.0,0.122,0.417,88.144,3KJ9yTHwvalMuXApcjxCNH,132224
0.657,0.812,-4.778,0.0582,0.0818,0.0,0.245,0.412,149.983,6aytsGpo91kYvyiT0qZca3,202000
0.493,0.709,-5.681,0.107,0.512,0.0,0.0858,0.399,80.064,66Cvj3KAYjeJcDEVQRJSYn,190164
0.602,0.491,-6.764,0.0308,0.661,0.0,0.113,0.176,119.964,0PQK5efczMVIIjScPRZYH5,171520
0.719,0.265,-12.782,0.0754,0.296,0.0865,0.108,0.273,80.021,2BuJrxYKhYky20dQqTlobO,152480
0.717,0.453,-9.394,0.0532,0.144,0.0,0.12,0.483,85.005,0LqCvXVNvcnkq78sCQsoO0,165213
0.619,0.401,-10.067,0.0372,0.557,7.49e-06,0.112,0.257,80.002,2PcRcEPe8HkDhYsA6OV6d4,153480
0.648,0.561,-7.004,0.0503,0.0479,0.156,0.0781,0.102,124.999,3hZm2MqVqCLDoxGblUSvxj,373795
0.464,0.445,-8.507,0.238,0.215,0.0,0.495,0.181,94.14,6w93UfN5MeXXQTrVIf5V6x,218320
0.708,0.673,-4.163,0.0585,0.499,0.000233,0.103,0.311,136.969,1bdm32mVmoGcek5bVKxQKd,197520
0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,0JmGVy7IzUM27My3UuEOOZ,326187
0.474,0.717,-5.517,0.0467,0.203,0.0,0.105,0.214,144.937,5x7dCMY120aFbg33VxCjpG,231724
0.678,0.355,-7.757,0.0627,0.759,7.06e-05,0.114,0.438,119.772,6qBFSepqLCuh5tehehc1bd,260776
0.622,0.304,-8.741,0.0407,0.425,2.66e-05,0.133,0.224,92.542,52wlhIULOeaxZpzuTYrVlt,176693
0.667,0.591,-8.456,0.033,0.414,0.0,0.157,0.434,97.565,5PSYn0XVImstXPFFDtajEK,178265
0.571,0.37,-11.797,0.116,0.624,0.0,0.662,0.918,59.886,5svK1ysz8yk6sLC3bhxUGt,73209
0.619,0.299,-9.183,0.0283,0.348,0.0,0.157,0.369,114.799,7GypRHZMWmb81zN90Phu9y,175150
0.356,0.44,-10.895,0.0552,0.554,3.52e-06,0.551,0.125,95.547,2D5syPC60v8voqHqo9kUtn,205772
0.637,0.242,-12.556,0.0513,0.524,0.0,0.204,0.281,131.993,0h1ednFFd4xK5SCO8mXNOe,170653
0.551,0.37,-10.194,0.0551,0.87,0.0,0.122,0.241,137.265,7r1MqPAD09w24mCUUbxiCI,200192
0.373,0.213,-13.034,0.0356,0.931,2.02e-06,0.524,0.403,79.44,41CJn3Q0pJwcNHbF8RM2QE,110716
0.428,0.443,-8.955,0.101,0.525,1.76e-05,0.219,0.2,87.934,6TSO4hwz9WGrEUY7ABGVim,180954
0.576,0.36,-9.321,0.0352,0.406,0.000103,0.161,0.166,126.836,2OTRqsDes7OYRRwbF2JXsa,182440
0.587,0.251,-9.017,0.0289,0.862,0.0,0.105,0.272,75.163,1TuSfYnKU5uKbYK1esQDLj,249316
0.59,0.465,-9.152,0.056,0.468,0.0,0.111,0.313,122.782,6vykq1FmiHr7e5CPyPyHX4,212669
0.473,0.424,-11.019,0.0418,0.897,0.000135,0.12,0.457,90.034,1Ky8xo7X6SeebLT1Co4RXX,204490
0.514,0.406,-10.157,0.0856,0.54,0.00077,0.0953,0.46,118.337,1nTNZgKeqm4ODmIVL07nxe,200476
0.649,0.509,-9.502,0.0659,0.181,0.000655,0.932,0.223,99.813,2Hd7uGbl8PX0IxyX59VFOg,205663
0.589,0.507,-7.085,0.0661,0.271,0.0,0.335,0.33,144.137,51Ful1v7b81FchIFFTAQ05,193467
0.535,0.409,-9.517,0.0855,0.777,0.0,0.129,0.138,170.123,4rHIfYRQw6ittRQXAlurk0,172907
0.416,0.455,-9.911,0.0923,0.464,2.05e-05,0.619,0.408,81.735,5Y7dUgG3vyx3541JagbWvv,164967
0.541,0.216,-11.292,0.0311,0.301,0.0325,0.726,0.346,128.609,0ECWkqtSIryUYVjyJMr0yA,209406
0.569,0.509,-7.085,0.0706,0.265,0.0,0.335,0.323,144.093,044KJJGIudjZXd1R0tq0DW,193467
0.419,0.34,-17.507,0.454,0.669,0.0,0.472,0.142,110.79,1VRt3UDpkAEfjGViw6E1rZ,45283
0.651,0.412,-9.517,0.0552,0.754,0.0,0.129,0.136,84.975,3RVPyPf55ceoDjsshTWG1a,172907
0.405,0.456,-9.9,0.0939,0.451,1.71e-05,0.629,0.433,81.752,0Lvzyxvpd0NNf52Wp8zV0u,164967
0.443,0.459,-8.955,0.074,0.546,1.05e-06,0.307,0.565,87.064,27tDoZsybt3KvJWTDoW9id,198371
0.683,0.356,-7.757,0.062,0.751,7.93e-05,0.114,0.437,119.735,1RohgA8t3qiVc5HcAroDgf,260776
0.531,0.215,-11.293,0.0313,0.313,0.0283,0.727,0.342,128.559,0JGTZ66hMX1D7fZCijIIfU,209406
0.434,0.358,-14.857,0.266,0.937,0.0,0.739,0.897,109.921,2wP1SEiYQk9s1hFdyZIgEr,55063
0.535,0.406,-7.681,0.0654,0.481,0.0,0.144,0.217,113.467,6qvtoU0gbkaOcTx6mnVDgV,177446
0.599,0.463,-7.449,0.0472,0.162,6.64e-05,0.141,0.141,158.053,3LBM25IgxI9y549SiYxtSi,205205
0.523,0.543,-8.39,0.156,0.65,0.0,0.257,0.318,116.161,5JycxhApZmzbA4xSwvqh6k,127807
0.478,0.373,-9.505,0.0317,0.915,6.36e-06,0.128,0.354,120.129,62d6YXEYxmMWAuLpw1EysL,195406
0.864,0.498,-9.495,0.0594,0.126,4.59e-05,0.115,0.225,106.979,0zh4UsKtESn0jq9nstzx0u,220267
0.689,0.784,-2.972,0.074,0.182,0.0,0.0843,0.561,99.954,6DkXLzBQT7cwXmTyzAB1DJ,263173
0.689,0.603,-9.43,0.0384,0.0601,0.0,0.0611,0.57,127.559,5mbODTX3uNkpNk0d76wG60,292240
0.526,0.667,-5.451,0.0437,0.0505,0.0,0.321,0.43,155.085,2eFjKl5cyPPYElDByCh6Tb,165779
0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,174800
0.77,0.779,-4.702,0.0357,0.289,3.87e-05,0.13,0.775,120.006,02Jf3KszL1FB1kG6CILEWE,231000
0.512,0.598,-4.959,0.115,0.611,0.0,0.0881,0.345,70.189,3MAgQuClHcAV8E9CbeBS6f,213253
0.799,0.653,-5.453,0.037,0.019,0.0,0.0935,0.236,104.019,3vySEUpD0tc801F2WZDLYw,215281
0.773,0.772,-5.316,0.0419,0.156,0.0,0.0376,0.716,139.99,7mm0wCVAg6iigOXWEfd4P3,238293
0.775,0.736,-8.072,0.247,0.319,0.00116,0.127,0.362,100.988,2g6tReTlM2Akp41g0HaeXN,239027
0.465,0.66,-7.296,0.219,0.00971,2.9e-06,0.1,0.39,96.841,4bT3nQBzrsJabSWCD852d1,190413
0.966,0.509,-7.559,0.123,0.496,0.0,0.0799,0.646,108.013,7voSun33hCNkIrjxaj3g47,186953
0.842,0.545,-5.993,0.172,0.625,0.00164,0.103,0.466,97.897,6Fc9IYSkbmVwv4dlzn8hJb,146939
0.63,0.491,-5.549,0.41,0.766,0.0,0.101,0.497,98.368,3AO2MYgrCiTorCUura1szR,163200
0.554,0.509,-9.429,0.339,0.149,1.86e-05,0.094,0.718,199.874,1XhaUSmhANVIRtDvs7p2UP,195135
0.536,0.858,-4.884,0.298,0.453,0.0,0.123,0.456,90.405,3JpStMOHR7ypvk1TvkF3sg,153724
0.692,0.703,-6.271,0.055,0.0209,3.77e-05,0.103,0.549,87.985,0CqZryIJnJhwCCnECIC7Lr,169252
0.456,0.437,-11.156,0.0867,0.839,0.0,0.218,0.209,108.678,47isJpIIO8m7BJEhiFhnaf,171743
0.735,0.501,-11.257,0.167,0.627,0.0013,0.104,0.551,92.031,2Qn6WHJrY5Im82Jux8FboH,159130
0.677,0.454,-8.555,0.0673,0.83,8.55e-05,0.274,0.273,80.045,4t5joZkdlXlvzLXJbkgppJ,210406
0.696,0.543,-8.73,0.0454,0.438,3.29e-05,0.394,0.3,115.983,4MiZmaNIbvO7yY8UltCATD,198405
0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088,4pryE6cN2gFL1FVF5fYINl,242096
0.501,0.6,-5.295,0.127,0.433,0.0,0.105,0.32,89.471,4AtDiqnMxDt8crflZWgZG5,243492
0.616,0.744,-6.523,0.234,0.203,0.0,0.0883,0.5,99.968,3Jo34FHsqVDp7QLP9Ahw2n,177628
0.663,0.561,-5.656,0.483,0.646,0.000629,0.183,0.37,139.189,5uf4BlmqOUGelDL6hsZ5B1,106286
0.644,0.615,-3.632,0.469,0.631,0.0,0.165,0.681,119.696,50XeBuSbhueY24KqJZcEAd,170703
0.78,0.589,-5.854,0.361,0.724,7e-06,0.402,0.552,102.036,2jCow5NxFb0EbcbIGRwNmN,115453
0.434,0.769,-5.257,0.244,0.178,0.0,0.133,0.277,93.663,7GJkg1tJQH22tzYBjvkApY,120108
0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,10xV5l9nhLvFpR8mqzs0bL,155589
0.633,0.724,-3.447,0.0739,0.274,0.0,0.223,0.488,77.506,3T4s8KFP2SGW7hfmbcICsv,200568
0.597,0.479,-6.269,0.0342,0.592,2.6e-05,0.527,0.19,116.716,3MALtwqxvGyWSQCIrtWfRc,192747
0.48,0.526,-7.099,0.275,0.071,0.0,0.0879,0.374,199.662,6f7BE3VcZScJx6n3wsf5Z3,267733
0.644,0.537,-6.765,0.07,0.916,0.0,0.113,0.786,84.972,3LGRo83Sz4sgISRrRTJgKg,226049
0.676,0.462,-4.207,0.037,0.81,0.0286,0.222,0.369,78.959,5sZOGj6SfzD7lWpwKhF6oE,173740
0.469,0.724,-4.711,0.0567,0.0399,0.0,0.148,0.399,145.943,1Yqe3VYgjOhhJLtqkla2zc,205479
0.404,0.806,-4.75,0.0496,0.198,0.0,0.114,0.112,148.036,70YPzqSEwJvAIQ6nMs1cjY,220730
0.524,0.777,-4.39,0.0541,0.0685,0.0,0.434,0.444,150.061,11F9jcvehvrMtlv9hGj2Fy,198400
0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,3NLrRZoMF0Lx6zTlYqeIo4,238733
0.651,0.719,-5.804,0.0318,0.143,3.62e-05,0.0948,0.81,103.981,2FqkTu4FhwDWn9hzEaWWCE,185523
0.352,0.666,-4.909,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,5zviMoAeuerK1Rd58qXASv,244235
0.406,0.692,-4.96,0.0313,0.164,1.58e-05,0.184,0.197,144.959,5TQDtOeQ3IU2VqKbCn6Rwq,238345
0.4,0.485,-7.145,0.0369,0.0789,0.0,0.135,0.211,159.909,5fWRLdgfMlbKDncAhdN9zI,216125
0.754,0.288,-10.239,0.0671,0.64,4.38e-06,0.0793,0.524,121.959,3lAVnqeRhV3zmkdDhEunUq,224262
0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,5IgjP7X4th6nMNDh4akUHb,184613
0.734,0.846,-3.425,0.0489,0.166,1.74e-06,0.235,0.604,98.026,2BEcap3xJtmiPaHKyfQi4e,209884
0.704,0.399,-9.447,0.25,0.0134,0.00017,0.111,0.238,91.858,1rbVvD97q3mHJweROzdxza,233747
0.605,0.707,-7.734,0.046,0.0484,0.000122,0.122,0.6,113.772,29sEmSIzC0w4DuGInHM8yN,183133
0.68,0.521,-8.59,0.0572,0.0363,0.0,0.131,0.115,91.851,2iezHdu9xLOvCkb8LW3FtU,191160
0.611,0.728,-6.904,0.0429,0.00707,0.00394,0.0902,0.722,159.982,0ZanxzL5MCOURk9VVxGokB,211880
0.708,0.629,-6.698,0.0918,0.0129,0.0,0.145,0.348,119.924,41HI3rMtZ1Nt0spzyg2q6X,204533
0.751,0.583,-7.41,0.0529,0.0391,0.0,0.116,0.476,96.52,0PwC30wtoEQ1nxoG6DZoFO,220760
0.417,0.66,-7.292,0.242,0.00928,2.83e-06,0.1,0.415,95.941,7kwQdjMOQqS4A85kKTWDHo,190413
0.591,0.418,-10.513,0.106,0.388,0.0,0.0781,0.498,112.197,3qFBpFNpdKdylKZHXl4LsS,219587
0.734,0.629,-7.597,0.055,0.0643,0.0,0.121,0.217,99.042,0TKUB8InpEvET3Tsc3j8Jx,204667
0.765,0.674,-7.009,0.125,0.00942,0.0,0.189,0.505,91.538,6JcQQGncihHYDq5xAbNn8E,180787
0.717,0.645,-7.231,0.0436,0.00823,0.000324,0.233,0.483,139.846,3sBOR7RntAnrIw8mVxD2BM,187680
0.507,0.433,-8.972,0.0671,0.144,1.86e-06,0.164,0.189,92.738,1ueyfmW3Yi4P6WxoKHRmLz,190440
0.513,0.773,-6.136,0.0916,0.00694,0.0,0.119,0.885,169.936,5PZ069oSfGfaYhXsQzRzRl,153893
0.42,0.655,-6.957,0.0708,0.021,0.0,0.671,0.245,122.405,5MSmT2AnnTuZUBakCvmhsv,188360
0.613,0.688,-7.237,0.0295,0.00998,0.25,0.371,0.495,147.852,19j1v7F1N8ec79JCuqNK0z,170720
0.535,0.459,-9.948,0.0334,0.109,0.0,0.116,0.286,144.158,3lMfuXtx3M6QJzspvt8mF6,150720
0.692,0.684,-7.168,0.0464,0.0828,0.0,0.212,0.686,149.921,05hyO45lzOkCpMBomiKsMP,286573
0.533,0.381,-9.306,0.0301,0.0109,0.000567,0.12,0.345,152.003,5bl5hOs9xhin8bQvcAcaFq,215707
0.638,0.615,-7.59,0.0646,0.122,0.0,0.244,0.65,160.002,3uzovh7aNEkFcOT56YPXxF,170467
0.674,0.693,-7.021,0.0711,0.00584,2.81e-06,0.135,0.174,96.027,0crGQ19YYzGgFYLSw0UdrG,183507
0.303,0.581,-7.409,0.116,0.508,3.71e-05,0.274,0.421,82.665,4zirtDykYKtyBUaxdjTJmZ,261840
0.526,0.544,-5.319,0.0567,0.529,0.0,0.134,0.48,149.908,1zv2bVCoZL8RyjBhna1NdV,172813
0.42,0.709,-5.601,0.0616,0.0114,0.0,0.134,0.32,119.561,73LqQ2vShuHyHmWTftgAX7,209880
0.596,0.754,-4.791,0.127,0.331,0.0,0.247,0.533,151.921,3SBsSCGkiKH2PhFeDE3j0l,192627
0.505,0.597,-6.21,0.0691,0.0725,0.0,0.0954,0.241,82.137,0tgyi5mvvPNEZYUp5v5Qs1,234147
0.308,0.529,-6.279,0.0336,0.114,0.0,0.591,0.105,133.848,47kU4szQk1l3GzUy9bz0YU,231107
0.685,0.745,-4.604,0.0402,0.0606,0.0,0.103,0.634,150.03,26tFjeOtXFNCqsClKjgkmN,180800
0.712,0.84,-3.939,0.181,0.187,0.0,0.181,0.699,157.169,4R8mCqZY4w6xo00zbwWylo,152654
0.651,0.645,-6.3,0.0589,0.0972,0.0,0.0942,0.56,103.005,0UTc2yXg1M5Da5aNHUS8Nd,201891
0.535,0.661,-5.076,0.155,0.051,0.0,0.104,0.331,177.659,2A9j1kXgGiXFoe5cOOQJCf,178954
0.684,0.653,-6.675,0.109,0.0269,0.0,0.195,0.522,120.185,5o5tEWUX52bosLnfsIvV8a,142396
0.72,0.608,-7.333,0.0558,0.033,0.0,0.0696,0.467,98.953,1KkiveISEWok9f4w2G7ofl,166387
0.647,0.646,-5.483,0.243,0.0424,0.0,0.0888,0.721,92.981,6dlpABcXrQKRU9G00i6Zba,201253
0.516,0.72,-6.253,0.0377,0.00801,0.0,0.109,0.376,81.981,1ruGTdtJpY6GVuJuWhYI5Q,238947
0.658,0.642,-7.515,0.0493,0.222,0.0,0.357,0.556,93.011,2heln0PA9q54ngSUjsPnvg,264680
0.542,0.722,-5.8,0.114,0.08,1.76e-06,0.118,0.311,178.008,6XLqWHfm6t1WsB1S3sGslQ,218853
0.489,0.825,-4.179,0.0411,0.0508,0.0883,0.221,0.311,150.027,4n38mzJeXeCPQpXS9hMsGG,211300
0.394,0.672,-4.988,0.0386,0.35,0.00119,0.262,0.24,143.996,2YnPMDwucFKbObrnetkKC3,237917
0.544,0.591,-6.757,0.0407,0.00711,0.0,0.109,0.188,151.756,4BCda1bJa57fTMB2laaOeX,208421
0.404,0.669,-6.597,0.0391,0.105,0.0,0.101,0.154,132.063,3ntSiBnfd8zCpOk53SYcUP,283182
0.465,0.77,-3.738,0.0692,0.0138,0.0,0.0956,0.358,172.747,7iYMW4Ww40RAbfeccmzMQa,219191
0.639,0.666,-6.841,0.0381,0.0755,0.0,0.117,0.195,120.077,1fzRMKWYSUqSnoEkYbS2mT,276000
0.869,0.727,-4.31,0.249,0.148,0.0,0.101,0.905,155.039,66EIfs31ykBFrV4ZUg7NLd,173567
0.416,0.703,-6.745,0.0609,0.495,0.0,0.108,0.387,150.202,2nCMeiTtIRskxjAzCamebn,208800
0.644,0.616,-3.928,0.0391,0.0927,0.0,0.105,0.467,124.957,3Dr0xDJwXy6JkiHNJfv5zd,192000
0.45,0.866,-3.29,0.0406,0.00917,0.0,0.61,0.336,127.976,1MVHp4OB3ZFtJp6QiLUUOB,210000
0.559,0.478,-9.559,0.0302,0.73,0.000772,0.344,0.255,85.959,06x319ATVeHl7jilHrxSTx,223863
0.713,0.719,-6.972,0.0455,0.164,0.0335,0.0853,0.24,119.993,1nV6VafLPuRSsXgbDY3i6L,184000
0.75,0.584,-9.254,0.0333,0.0156,0.313,0.0863,0.091,122.973,7239dUrfELWFzkSn59s9xi,213717
0.667,0.899,-2.144,0.0411,0.387,0.0,0.0712,0.389,110.005,0dzKKW6FzIT7C38BdQBbgw,200587
0.691,0.883,-1.326,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,1gwwNLcYQRnzvkBhwDjUX3,174545
0.638,0.74,-4.928,0.058,0.0214,1.28e-06,0.142,0.454,128.056,22qUyTlEvJf6DAlyQjMADe,212427
0.534,0.765,-3.151,0.0338,0.0915,0.00107,0.225,0.117,127.978,5llPdGZJjJFJv9aL6ZaiLY,172520
0.53,0.81,-3.335,0.0487,0.0417,2.89e-06,0.0759,0.415,167.842,4548LyFomXQmDAINcFizEq,224286
0.6,0.887,-2.52,0.063,0.0232,4.62e-05,0.148,0.526,128.088,3yM0SFHZEkQ56nVEWYQGee,187969
0.746,0.647,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,54NBD72JXFXzrodbQBSzWh,188964
0.441,0.728,-4.373,0.0384,0.259,0.0,0.109,0.191,142.095,1mgsWGf69P448vP0md1Z8e,276480
0.662,0.413,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,161385
0.588,0.577,-5.464,0.0291,0.13,0.0,0.174,0.486,141.976,17Ux4yT9fdJ8VFSPNgxZPC,180579
0.66,0.354,-14.817,0.0313,0.878,0.83,0.0986,0.18,139.962,4pz8WYOfNs2nMv3eDwnJm5,226286
0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077
0.897,0.7,-2.776,0.117,0.0193,0.009,0.12,0.755,101.944,6jdTkoEaer7XNGSblczoSu,209760
0.845,0.583,-5.948,0.0773,0.114,0.000536,0.1,0.842,149.941,40rOlDoGejXXF4B0BYsjx8,200584
0.69,0.517,-4.777,0.425,0.589,0.0,0.354,0.46,114.775,32L9DViHKXitrFghJ4XBhk,164241
0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,6f5ExP43esnvdKPddwKXJH,160657
0.283,0.869,-5.214,0.045,7.96e-05,9.87e-05,0.109,0.0381,150.017,35ZFk0QmOBsh4ScS5vmliY,195200
0.53,0.706,-7.119,0.0686,0.0691,2.12e-06,0.11,0.322,149.977,2OZhWugxgM4wvjI3MXRhJg,225645
0.546,0.44,-6.668,0.0273,0.531,2.77e-05,0.0959,0.24,133.886,4guQztGKAETkvuTekNeqBe,196413
0.609,0.677,-5.447,0.0898,0.154,0.0,0.0677,0.73,169.865,4yk0q09R4o8eW6n3U3yOKH,210880
0.914,0.618,-7.099,0.154,0.502,0.0,0.115,0.767,90.036,3qgsBUvoveSmodDcQOwpYp,205333
0.601,0.787,-6.178,0.031,0.0492,0.0,0.142,0.525,134.981,09AvsbivV1FQBRAEBJh7UL,175163
0.242,0.685,-5.93,0.0516,0.0768,3.9e-06,0.0637,0.146,71.054,1pq2CUdMBkl5MX7aDm5Twj,320000
0.927,0.719,-4.208,0.0885,0.0225,0.0016,0.1,0.187,100.958,4gSfsuCiyTGqUhlUJR8GcN,133070
0.762,0.861,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,0xzI1KAr0Yd9tv8jlIk3sn,172714
0.596,0.545,-6.911,0.0368,0.703,0.0,0.0811,0.0923,82.07,5ie5OPdaP9fivYaKcjwKF1,191159
0.799,0.487,-9.554,0.348,0.00826,0.0,0.0978,0.524,119.959,3DvSNbKCbFTEGP90bxuR19,227710
0.582,0.854,-5.337,0.073,0.00774,0.0456,0.0784,0.163,150.008,19Ft6qMTpljrG7GtZgZQdB,268800
0.542,0.828,-4.016,0.112,0.0684,0.00599,0.141,0.226,172.01,1HVMaiBmPwS2Ulytje3FHP,217674
0.419,0.902,-2.082,0.161,0.0865,0.000989,0.34,0.469,145.009,4gsnRbj3mNT6HNrWD0puZW,210994
0.637,0.715,-4.971,0.0455,0.148,0.0,0.0892,0.308,141.872,38T0tPVZHcPZyhtOcCP7pF,210576
0.714,0.56,-4.742,0.0662,0.479,0.0,0.157,0.945,109.934,7kpe2K0hdSssLj4G4YjxdU,151212
0.741,0.73,-7.07,0.0349,0.0279,0.000264,0.0851,0.725,124.001,1G9hDB1bmxz131N9svQ8pY,186515
0.672,0.683,-7.759,0.0491,0.0152,2.05e-05,0.134,0.19,140.057,3oScR09PETzUhMmzc9aDqx,202286
0.725,0.828,-4.484,0.0332,0.0247,0.0,0.0716,0.916,124.017,49JXBEa33UUqVb0sdiGIQS,163544
0.687,0.537,-7.631,0.0294,0.566,0.0,0.107,0.265,120.03,7HhKuJbtiNbZsEDLNQvOnH,257307
0.338,0.803,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,4IoYz8XqqdowINzfRrFnhi,241853
0.555,0.698,-8.874,0.0287,0.403,0.0,0.0851,0.816,168.12,013AWvizllIUEC2FOBzOnh,277267
0.61,0.497,-9.88,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,6nozDLxeL0TE4MS9GqYU1v,250360
0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,72jbDTw1piOOj770jWNeaG,221507
0.575,0.33,-6.557,0.031,0.416,0.0,0.0872,0.277,95.801,6QfS2wq5sSC1xAJCQsTSlj,217213
0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187
0.421,0.476,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784,0f1svjHSiaCJif6noKKVHa,228840
0.587,0.622,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943,11EX5yhxr9Ihl3IN1asrfK,277573
0.73,0.634,-7.194,0.184,0.111,9.63e-06,0.0986,0.777,171.824,0SSVi1ND8YAk5XpaHOePoo,146840
0.532,0.559,-4.49,0.0429,0.235,0.0,0.14,0.275,124.954,0IogifAdwkriM0XAW0zESH,230454
0.388,0.448,-5.221,0.0341,0.851,0.0,0.302,0.397,142.342,6pyM30WDpG70VTfwoQg4m2,207551
0.596,0.366,-11.144,0.115,0.63,7.04e-06,0.0554,0.229,84.394,6USdi8uX5GNAPYziFhisHb,193668
0.672,0.683,-7.759,0.0491,0.0152,2.05e-05,0.134,0.19,140.057,4328XbWYtIcN546IoHyZjh,202286
0.209,0.634,-7.689,0.0538,0.000904,0.0,0.131,0.105,170.213,7GqT1icvK3BZNwFD48s93R,241412
0.424,0.58,-7.078,0.0535,0.032,3.53e-06,0.123,0.167,149.965,5fwTnv7jYOLuOuWtNIxW6s,310400
0.426,0.586,-6.279,0.0358,0.0644,0.000542,0.0992,0.0785,152.205,6HfZTdkheqDGQQwQGRV8et,254136
0.733,0.653,-6.094,0.0391,0.0179,0.0218,0.184,0.752,119.996,1QxIFMs4M8qd5cbJJu80v4,182895
0.665,0.692,-5.431,0.112,0.172,0.0,0.191,0.68,74.474,0kWQn0wLok1lawHAkGSMW9,158084
0.631,0.722,-3.031,0.0324,0.311,0.0,0.153,0.443,105.045,63ZtaTHM7Cu3JEca5xrWi3,205714
0.528,0.683,-4.074,0.263,0.26,0.0,0.0857,0.539,134.92,6FxdAycUNPT8gHH5JhG2xI,153736
